title,date,author,link,category,website
Anwar Abbas Suuzan Frasa Madrasah Tak Masuk RUU Sisdiknas: Ada Apa Ini?,"Rabu, 30 Mar 2022 17:13 WIB",Matius Alfons - detikNews,https://news.detik.com/berita/d-6008378/anwar-abbas-suuzan-frasa-madrasah-tak-masuk-ruu-sisdiknas-ada-apa-ini,biasa,detik.com
"2 Eks Pejabat Bea Cukai Soetta Didakwa Peras Perusahaan Jasa Titipan Rp 3,5 M","Rabu, 30 Mar 2022 17:12 WIB",Bahtiar Rifa'i - detikNews,https://news.detik.com/berita/d-6008376/2-eks-pejabat-bea-cukai-soetta-didakwa-peras-perusahaan-jasa-titipan-rp-35-m,biasa,detik.com
"Awas! Minyak Goreng Kemasan Abal-abal Beredar di Pasar, Ini Ciri-cirinya","Rabu, 30 Mar 2022 17:09 WIB",Herdi Alif Al Hikam - detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-6008349/awas-minyak-goreng-kemasan-abal-abal-beredar-di-pasar-ini-ciri-cirinya,biasa,detik.com
"PPN Jadi 11%, Harga HP Samsung, Xiaomi dan Realme Bakal Naik?","Rabu, 30 Mar 2022 16:07 WIB",Adi Fida Rahman - detikInet,https://inet.detik.com/consumer/d-6008201/ppn-jadi-11-harga-hp-samsung-xiaomi-dan-realme-bakal-naik,biasa,detik.com
"Sebaran Lengkap 3.840 Kasus Corona RI 30 Maret, Jabar-DKI Terbanyak","Rabu, 30 Mar 2022 17:08 WIB",Isal Mawardi - detikNews,https://news.detik.com/berita/d-6008360/sebaran-lengkap-3840-kasus-corona-ri-30-maret-jabar-dki-terbanyak,biasa,detik.com
AS Ingatkan Warganya Terancam Ditahan Rusia,"Rabu, 30 Mar 2022 17:06 WIB",Tim detikcom - detikNews,https://news.detik.com/internasional/d-6008356/as-ingatkan-warganya-terancam-ditahan-rusia,biasa,detik.com
"Warga Kota Malang Serbu Distributor Migor Curah, Pemkot Buka Suara","Rabu, 30 Mar 2022 16:21 WIB",Muhammad Aminudin - detikJatim,https://www.detik.com/jatim/bisnis/d-6008260/warga-kota-malang-serbu-distributor-migor-curah-pemkot-buka-suara,biasa,detik.com
Karaoke-Rental PlayStation di Banda Aceh Ditutup Selama Ramadan,"Rabu, 30 Mar 2022 17:05 WIB",Agus Setyadi - detikNews,https://news.detik.com/berita/d-6008355/karaoke-rental-playstation-di-banda-aceh-ditutup-selama-ramadan,biasa,detik.com
Gus Choi NasDem soal Apdesi Gaungkan Jokowi 3 Periode: Manuver Edan!,"Rabu, 30 Mar 2022 17:02 WIB",Tim detikcom - detikNews,https://news.detik.com/berita/d-6008345/gus-choi-nasdem-soal-apdesi-gaungkan-jokowi-3-periode-manuver-edan,biasa,detik.com
Menteri Bahlil Kembali Bicara Usul Penundaan Pemilu demi Investasi,"Rabu, 30 Mar 2022 17:01 WIB",Firda Cynthia Anggrainy - detikNews,https://news.detik.com/berita/d-6008344/menteri-bahlil-kembali-bicara-usul-penundaan-pemilu-demi-investasi,biasa,detik.com
"Sinopsis Southpaw di Bioskop Trans TV, Dibintangi Jake Gyllenhaal","Rabu, 30 Mar 2022 17:00 WIB",Tim Wolipop - wolipop,https://wolipop.detik.com/entertainment-news/d-6008057/sinopsis-southpaw-di-bioskop-trans-tv-dibintangi-jake-gyllenhaal,biasa,detik.com
Jempol Pemuda di Majalengka Putus Ditebas Berandalan Bermotor,"Rabu, 30 Mar 2022 15:43 WIB",Erick Disy Darmawan - detikJabar,https://www.detik.com/jabar/hukum-dan-kriminal/d-6008204/jempol-pemuda-di-majalengka-putus-ditebas-berandalan-bermotor,biasa,detik.com
"Siswa Paket C Tak Bisa Ikut SNMPT 2022, Bagaimana dengan SBMPTN?","Rabu, 30 Mar 2022 17:00 WIB",Novia Aisyah - detikEdu,https://www.detik.com/edu/seleksi-masuk-pt/d-6008316/siswa-paket-c-tak-bisa-ikut-snmpt-2022-bagaimana-dengan-sbmptn,biasa,detik.com
Carlo Ancelotti Positif COVID-19,"Rabu, 30 Mar 2022 17:00 WIB",Novitasari Dewi Salusi - Sepakbola,https://sport.detik.com/sepakbola/liga-spanyol/d-6008330/carlo-ancelotti-positif-covid-19,biasa,detik.com
"Congrats! Nashwa Zahira Lulus SNMPTN, Masuk Fakultas Kedokteran USU","Rabu, 30 Mar 2022 17:00 WIB",Prih Prawesti Febrian - detikHot,https://hot.detik.com/celeb/d-6007867/congrats-nashwa-zahira-lulus-snmptn-masuk-fakultas-kedokteran-usu,biasa,detik.com
"Para Jomblo, Ini Ada Jasa Bangunkan Sahur Plus Menu Makanannya","Rabu, 30 Mar 2022 17:00 WIB",Riska Fitria - detikFood,https://food.detik.com/info-kuliner/d-6007783/para-jomblo-ini-ada-jasa-bangunkan-sahur-plus-menu-makanannya,biasa,detik.com
Cara Petani Sawit Genjot Produktivitas,"Rabu, 30 Mar 2022 16:59 WIB",Sylke Febrina Laucereno - detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-6008340/cara-petani-sawit-genjot-produktivitas,biasa,detik.com
Luhut Sebut Xi Jinping Bakal Resmikan Kereta Cepat Jakarta-Bandung,"Rabu, 30 Mar 2022 16:59 WIB",Kholida Qothrunnada - detikFinance,https://finance.detik.com/infrastruktur/d-6008339/luhut-sebut-xi-jinping-bakal-resmikan-kereta-cepat-jakarta-bandung,biasa,detik.com
KPK Jemput Paksa Eks Gubernur Riau Annas Maamun!,"Rabu, 30 Mar 2022 16:56 WIB",Muhammad Hanafi Aryan - detikNews,https://news.detik.com/berita/d-6008337/kpk-jemput-paksa-eks-gubernur-riau-annas-maamun,biasa,detik.com
"Update Corona RI 30 Maret Tambah 3.840 Kasus Baru, Meninggal 118","Rabu, 30 Mar 2022 16:53 WIB",Firdaus Anwar - detikHealth,https://health.detik.com/berita-detikhealth/d-6008331/update-corona-ri-30-maret-tambah-3840-kasus-baru-meninggal-118,biasa,detik.com
PMII Ingin Proyek Lumbung Ikan Nasional di Maluku Lanjut,"Rabu, 30 Mar 2022 16:51 WIB",Arief Ikhsanudin - detikNews,https://news.detik.com/berita/d-6008317/pmii-ingin-proyek-lumbung-ikan-nasional-di-maluku-lanjut,biasa,detik.com
Robot Asimo yang Legendaris Pensiun Setelah 20 Tahun Berkarir,"Rabu, 30 Mar 2022 16:50 WIB",Rachmatunnisa - detikInet,https://inet.detik.com/science/d-6008313/robot-asimo-yang-legendaris-pensiun-setelah-20-tahun-berkarir,biasa,detik.com
Bocoran Mobil-Motor Baru yang Meluncur di IIMS 2022,"Rabu, 30 Mar 2022 16:49 WIB",Luthfi Anshori - detikOto,https://oto.detik.com/mobil/d-6008311/bocoran-mobil-motor-baru-yang-meluncur-di-iims-2022,biasa,detik.com
